name,city,latitude,longitude,url
Imperial Treasure Fine Teochew Cuisine (Orchard),Singapore,1.3032448,103.8349,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard
Saint Pierre,Singapore,1.285781,103.8538,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre
Sushi Ichi,Singapore,1.305105,103.8324,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi
Sushi Kimura,Singapore,1.3063719,103.829475,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura
Iggy's,Singapore,1.305986,103.8294,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s
Braci,Singapore,1.287212,103.84949,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci
Jiang-Nan Chun,Singapore,1.304937,103.8288,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun
Bacchanalia,Singapore,1.2874758,103.8474,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia
Shinji (Tanglin Road),Singapore,1.305821,103.8257,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road
Corner House,Singapore,1.315121,103.8154,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house
Summer Palace,Singapore,1.3043848,103.825,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658
Cheek by Jowl,Singapore,1.281301,103.84849,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl
Nouri,Singapore,1.28086,103.84713,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri
Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,Singapore,1.28248,103.8439,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle
Burnt Ends,Singapore,1.280501,103.8418,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends
Rhubarb,Singapore,1.279368,103.843,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb
Meta,Singapore,1.279372,103.8415,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta
Ma Cuisine,Singapore,1.27826,103.842,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine
Candlenut,Singapore,1.2797709,103.8402,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut
Bhoga,Göteborg,57.70618,11.9624,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga
Koka,Göteborg,57.698406,11.965365,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka
28+,Göteborg,57.69809,11.97377,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28
SK Mat & Människor,Göteborg,57.69688,11.98338,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor
Thörnströms Kök,Göteborg,57.69437,11.977609,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok
Upper House,Göteborg,57.69745,11.99021,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house
Agrikultur,Stockholm,59.34777,18.05863,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur
Sushi Sho,Stockholm,59.341286,18.049892,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho
Volt,Stockholm,59.33867,18.079683,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt
Ekstedt,Stockholm,59.33674,18.07521,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt
Operakällaren,Stockholm,59.329876,18.071363,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren
Mathias Dahlgren-Matbaren,Stockholm,59.32935,18.07543,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren
Aloë,Stockholm,59.2842,17.985748,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe
PM & Vänner,Växjö,56.87892,14.80387,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner
Bloom in the Park,Malmö,55.59064,12.99794,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park
SAV,Malmö,55.53376,13.00537,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav
Golden Formosa,Taipei,25.118216,121.53623,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa
Danny's Steakhouse,Taipei,25.082657,121.552765,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse
L'Atelier de Joël Robuchon,Taipei,25.039188,121.56771,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759
Kitcho,Taipei,25.04429,121.55076,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho
Tien Hsiang Lo,Taipei,25.062696,121.529976,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo
Ya Ge,Taipei,25.06625,121.52533,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge
Da-Wan,Taipei,25.043018,121.55019,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan
Sushi Nomura,Taipei,25.03618,121.55465,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura
logy,Taipei,25.03561,121.55323,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy
Ming Fu,Taipei,25.06171,121.52399,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu
Ken An Ho,Taipei,25.034622,121.55281,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho
Sushi Ryu,Taipei,25.055832,121.52724,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu
MUME,Taipei,25.036266,121.54809,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume
Impromptu by Paul Lee,Taipei,25.05429,121.524254,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee
